category_id,name,slug,description,price,stock_quantity,weight_grams,image_url,is_active,average_rating,benefit,composition,directions,storage_instructions,manufacturer,marketing_location,production_location,regency,licensing,licensing_number
1,Jamu selokarang,,"Khasiat: Menurunkan pusing, panas dalam sakit gigi tenggorokan | Aturan Pakai: Diminum sehari 1 kali sebanyak 1 sachet, Tiap bungkus diaduk rata dengan air hangan setengah gelas dan diminum sebelum tidur | Jenis: Sachet",43000,100,100,,1,4.2,"Menurunkan pusing, panas dalam sakit gigi tenggorokan",Terdiri dari Rempah Rempah Rahasia yang diracik oleh ahlinya,"Diminum sehari 1 kali sebanyak 1 sachet, Tiap bungkus diaduk rata dengan air hangan setengah gelas dan diminum sebelum tidur",Simpan di tempat yang sejuk dan kering,Hj. Tusniyati UMMI KALSUM,Se-indonesia,Sumenep,Sumenep,SIUP,50314948/SIU-KI435 ID9-2006
1,Jamu Bengkes,,"Khasiat: memperkuat dan mengeraskan otot vagina agar kembali kencang, sesak, dan bertenaga sehingga mampu memberikan sensasi denyut yang nikmat serta daya cengkeram yang kuat saat berhubungan intim, sekaligus efektif menghilangkan keputihan, gatal-gatal, dan bau tidak sedap serta meningkatkan imun tubuh agar area kewanitaan tetap harum dan terlindungi dari infeksi kuman. | Aturan Pakai: Diminum Sehari 2 kali sebanyak 5 pil sesudah makan pagi dan malam | Jenis: pil",19500,100,100,,1,4.7,"memperkuat dan mengeraskan otot vagina agar kembali kencang, sesak, dan bertenaga sehingga mampu memberikan sensasi denyut yang nikmat serta daya cengkeram yang kuat saat berhubungan intim, sekaligus efektif menghilangkan keputihan, gatal-gatal, dan bau tidak sedap serta meningkatkan imun tubuh agar area kewanitaan tetap harum dan terlindungi dari infeksi kuman.","Tapak Liman (Elephantopus Scaber Folium) 50 mg, Jintan Hitam (Nigella Sativa Semen) 50 mg, Sambiloto (Andrographis Paniculata Herba) 15 mg, dan Lengkuas (Alpinia Galanga Rhizoma) 50 mg.",Diminum Sehari 2 kali sebanyak 5 pil sesudah makan pagi dan malam,Simpan di tempat yang sejuk dan kering,ribkah maryam jokotole,Se-indonesia,Bangkalan,Bangkalan,BPOM,TR231065781
1,Empot Ayam Super,,"Khasiat: Membahagiakan suami melegitkan dan mengharumkan vagina, mengencangkan otot kendor setelah melahirkan, menghilangkan bau serta gatal gatal, berkhasiat mengatasi masalah masalah yang ikut macam macam KB | Aturan Pakai: Diminum sehari 3 kali sebanyak 5 pil, jika sudah terasa reaksi minumnya dikurangi sehari 3 kali sebanyak 2 pil | Jenis: pil",39965,100,100,,1,3.1,"Membahagiakan suami melegitkan dan mengharumkan vagina, mengencangkan otot kendor setelah melahirkan, menghilangkan bau serta gatal gatal, berkhasiat mengatasi masalah masalah yang ikut macam macam KB","Delima Putih (Granati cortex) 20%, Pranajiwa (Euchrestae semen) 15%, Manjakani (Quercus gallae) 20%, Dong Quai (Liquisticum acutilobumae radix) 15%, Kayu Rapat (Paraemeriae cortex) 10%, dan bahan-bahan lainnya hingga 100%.","Diminum sehari 3 kali sebanyak 5 pil, jika sudah terasa reaksi minumnya dikurangi sehari 3 kali sebanyak 2 pil",Simpan di tempat yang sejuk dan kering,Jamu Pusaka Kraton Sumenep,"Madura, Luar Jawa",Sumenep,Sumenep,PDUP DEPKES,RI 409 18-21/93
1,Galian Singset ( Susut Perut),,"Khasiat: mengatasi dan mencegah kegemukan, mengecilkan perut, paha, serta lengan, sekaligus menjaga bentuk tubuh tetap ideal. Selain itu, formulanya bekerja lebih cepat membakar lemak tubuh, menurunkan kolesterol dan diabetes, serta menjaga kesehatan agar tetap awet muda dengan kulit dan badan yang lebih segar. | Aturan Pakai: Diminum sehari 3 kali sebanyak 5 pil | Jenis: pil",23000,100,100,,1,4.6,"mengatasi dan mencegah kegemukan, mengecilkan perut, paha, serta lengan, sekaligus menjaga bentuk tubuh tetap ideal. Selain itu, formulanya bekerja lebih cepat membakar lemak tubuh, menurunkan kolesterol dan diabetes, serta menjaga kesehatan agar tetap awet muda dengan kulit dan badan yang lebih segar.","Jati Belanda (Guazumae folium), Cengkeh (Caryophilli flos), Temu Hitam (Curcuma aeruginosa), Jahe (Zingiberis rhizoma), Kayu Manis (Burmanni cortex), dan bahan-bahan lainnya hingga 100%.",Diminum sehari 3 kali sebanyak 5 pil,Simpan di tempat yang sejuk dan kering,berkah madu/sumber madu,hingga luar madura,Jl.Jokotole No.20,Bangkalan,,
1,Sari Rapet Empot-Empot,,"Khasiat: untuk mengharumkan bagian kewanitaan, menyembuhkan keputihan, serta menghilangkan gatal-gatal akibat bakteri pada area Miss V. Selain itu, formulanya efektif merapatkan dan mengencangkan otot Miss V, menambah daya cengkeram serta memberikan efek menghangatkan, yang semuanya bertujuan untuk menambah keharmonisan rumah tangga. | Aturan Pakai: Diminum Sehari 1 kali sebanyak 5 Butir pada sore hari | Jenis: pil",65000,100,100,,1,3.5,"untuk mengharumkan bagian kewanitaan, menyembuhkan keputihan, serta menghilangkan gatal-gatal akibat bakteri pada area Miss V. Selain itu, formulanya efektif merapatkan dan mengencangkan otot Miss V, menambah daya cengkeram serta memberikan efek menghangatkan, yang semuanya bertujuan untuk menambah keharmonisan rumah tangga.","Manjakani (Quercus lusitanica), Haritaki (Terminalia chebula), Delima (Punica granatum), Sirih (Piper betle), Temu Kunci (Boesenbergia rotunda), dan Adas Manis (Pimpinella anisum).",Diminum Sehari 1 kali sebanyak 5 Butir pada sore hari,Simpan di tempat yang sejuk dan kering,Mustika Madura,hingga luar madura,Jl.Jokotole No.20,pamekasan,,
1,Jamu Pak Sakera,,Khasiat: Memambahkan kekuatan dan daya tahan SEX mencegah ejakulasi dini melancarkan peredaran darah | Aturan Pakai: Diminum 1-2 Kapsul 30-60 menit sebelum berhubungan intim | Jenis: Sachet dan kapsul,147000,100,100,,1,3.1,Memambahkan kekuatan dan daya tahan SEX mencegah ejakulasi dini melancarkan peredaran darah,"Ekstrak Pala (Myristica fragrans) 5%, Ekstrak Yohimbe (Pausinystalia johimbe) 10%, Ekstrak Ginseng (Panax ginseng) 10%, Ekstrak Jahe (Zingiberis rhizoma) 20%, Ekstrak Pasak Bumi (Eurycoma longifolia) 30%, dan bahan lain dalam kapsul hingga 100%.",Diminum 1-2 Kapsul 30-60 menit sebelum berhubungan intim,Simpan di tempat yang sejuk dan kering,Pj. Clurit Emas Madura,hingga luar madura,,pamekasan,BPOM,TR No. 009 031 665
1,Subur Kandungan,,"Khasiat: untuk membantu menyehatkan, menyuburkan dan menguatkan kandungan. Jamu ini sangat baik bagi ibu-ibu yang sering keguguran dan sulit mendapatkan kehamilan. | Aturan Pakai: Diminum sehari 2 kali sebanyak 4 pil pagi dan malam sesudah makan minum sampai seminggu dilanjutkan sesuai kebutuhan | Jenis: pil",32000,100,100,,1,3.3,"untuk membantu menyehatkan, menyuburkan dan menguatkan kandungan. Jamu ini sangat baik bagi ibu-ibu yang sering keguguran dan sulit mendapatkan kehamilan.","Temu Mangga (Curcuma mangga Rhizoma) 15%, Dringo (Acorus calamus) 12%, Bawang Putih (Allium sativum Bulbus) 15%, dan bahan-bahan lainnya 58%.",Diminum sehari 2 kali sebanyak 4 pil pagi dan malam sesudah makan minum sampai seminggu dilanjutkan sesuai kebutuhan,Simpan di tempat yang sejuk dan kering,ribkah maryam jokotole,hingga luar madura,Jl.Jokotole No.27,Bangkalan,BPOM,TR 103315561
1,Sehat Wanita,,"Khasiat: memadatkan tubuh, mengencangkan payudara yang kendur, menghilangkan bau badan, menyegarkan tubuh, menghilangkan letih, lesu & Capek, Mengencangkan kembali otot kewanitaan terutama pada wanita habis melahirkan, Membersihkan darah nifas, Merapatkankan kewanitaan, aman di konsumsi baik remaja perempuan maupun ibu, tidak disarankan mengkonsumsi untuk ibu hamil. | Aturan Pakai: Diminum Sehari 2 kali sebanyak 5 pil sesudah makan pagi dan malam | Jenis: pil",16900,100,100,,1,4.5,"memadatkan tubuh, mengencangkan payudara yang kendur, menghilangkan bau badan, menyegarkan tubuh, menghilangkan letih, lesu & Capek, Mengencangkan kembali otot kewanitaan terutama pada wanita habis melahirkan, Membersihkan darah nifas, Merapatkankan kewanitaan, aman di konsumsi baik remaja perempuan maupun ibu, tidak disarankan mengkonsumsi untuk ibu hamil.","Ekstrak Kayu Secang (Caesalpinia sappan Lignum Cortex) 55 mg, Ekstrak Sambiloto (Andrographis paniculata Folium) 30 mg, Ekstrak Jahe (Zingiber officinale Rhizoma) 30 mg, dan Ekstrak Bengle (Zingiber cassumunar Rhizoma) 50 mg.",Diminum Sehari 2 kali sebanyak 5 pil sesudah makan pagi dan malam,Simpan di tempat yang sejuk dan kering,ribkah maryam jokotole,hingga luar madura,Jl.Jokotole No.28,pamekasan,BPOM,TR 231087941
1,Sehat Laki-laki ( Helbeh),,"Khasiat: Mengatasi lemah syahwat, Memperbaiki kualitas sperma, menambah /  Meningkatkan stamina (Pria  &  wanita) | Aturan Pakai: Diminum Sehari 2 kali sebanyak 5 kapsul, jika masalah ejukulasi dini atau lemah syahwat sudah tidak ada bisa konsumsi sesuai kebutuhan 3 kali seminggu setiap minum 5 kapsul | Jenis: Kapsul",50000,100,100,,1,4.0,"Mengatasi lemah syahwat, Memperbaiki kualitas sperma, menambah /  Meningkatkan stamina (Pria  &  wanita)","Jintan Hitam (Nigella sativa), Adas (Foeniculum vulgare), Kayu Angin (Usnea misaminensis), Kemukus (Piper cubeba), Keji Beling (Strobilanthes crispus), Jahe (Zingiber officinale), Ginseng (Panax ginseng), Klabet (Trigonella foenum-graecum), Madu Murni (Mel depuratum), dan bahan herbal berkhasiat lainnya.","Diminum Sehari 2 kali sebanyak 5 kapsul, jika masalah ejukulasi dini atau lemah syahwat sudah tidak ada bisa konsumsi sesuai kebutuhan 3 kali seminggu setiap minum 5 kapsul",Simpan di tempat yang sejuk dan kering,Mustika Madura,hingga luar madura,Jl.Jokotole No.29,pamekasan,BPOM,TR 103321881
1,Empot Sari Rapet,,"Khasiat: mengembalikan masa keperawanan dan menambah keharmonisan dalam rumah tangga, memadatkan tubuh dan membuat badan lebih segar. | Aturan Pakai: Diminum 3 kali sehari sebanyak 2 butir | Jenis: pil",40000,100,100,,1,4.3,"mengembalikan masa keperawanan dan menambah keharmonisan dalam rumah tangga, memadatkan tubuh dan membuat badan lebih segar.","acip Fatimah (Labisia pumila), Gambir (Uncaria gambir), Kayu Rapat (Parameria laevigata), Daun Sirih (Piper betle), dan Rimpang Kunyit (Curcuma longa).",Diminum 3 kali sehari sebanyak 2 butir,Simpan di tempat yang sejuk dan kering,TOKO NUR,hingga luar madura,"Jl. Kabupaten, Gladak Anyar",pamekasan,,
1,Sehat Pria,,"Khasiat: Membantu memperbaiki nafsu makan dan membantu memelihara kesehatan pria | Aturan Pakai: Satu bungkus jamu diseduh dengan setengah gelas kurang lebih 100ml air matang hangat, diminum sehari 1 kali | Jenis: Sachet",15500,100,100,,1,4.7,Membantu memperbaiki nafsu makan dan membantu memelihara kesehatan pria,"Jahe (Zingiberis officinalis Rhizoma) 1,75 gram, Kencur (Kaempferiae galangae Rhizoma) 1,40 gram, Lempuyang (Zingiberis aromatici Rhizoma) 1,40 gram, Cabai Jawa (Piperis retrofracti Fructus) 0,70 gram, Lada Hitam (Piperis nigri Fructus) 0,70 gram, Alang-alang (Imperatae cylindrica Radix) 0,70 gram, dan Kedawung (Parkiae roxburghii Semen) 0,35 gram.","Satu bungkus jamu diseduh dengan setengah gelas kurang lebih 100ml air matang hangat, diminum sehari 1 kali",Simpan di tempat yang sejuk dan kering,TOKO BU EMA,hingga luar madura,pamekasan,pamekasan,,
1,Jamu Sakit Pinggang,,"Khasiat: membantu mengobati gangguan-gangguan pada pinggang, seperti pegal-pegal dan sakit/nyeri pada daerah pinggang, serta badan lesu tak bertenaga. Jamu Sakit Pinggang ini juga dapat melancarkan air seni. | Aturan Pakai: 1 sachet Jamu Sakit Pinggang diseduh dengan air panas setengah gelas,jika tidak suka pait bisa ditambah madu dan perasan jeruk nipis. | Jenis: Sachet",105000,100,100,,1,3.8,"membantu mengobati gangguan-gangguan pada pinggang, seperti pegal-pegal dan sakit/nyeri pada daerah pinggang, serta badan lesu tak bertenaga. Jamu Sakit Pinggang ini juga dapat melancarkan air seni.","Keji Beling (Strobilanthes crispus), Jahe (Zingiber officinale), Kayu Mesoyi (Massoia aromatica), Kedawung (Parkiae roxburghii), Daun Sirih (Piper betle), Kulit Jeruk (Citri pericarpium), dan Pinang Muda (Areca catechu).","1 sachet Jamu Sakit Pinggang diseduh dengan air panas setengah gelas,jika tidak suka pait bisa ditambah madu dan perasan jeruk nipis.",Simpan di tempat yang sejuk dan kering,TOKO BU EMA,hingga luar madura,pamekasan,pamekasan,,
1,Sarpet Manjakani,,"Khasiat: mencegah keputihan, menghilangkan bau  badan, merapatkan vagina  | Aturan Pakai: Diminum 3 kali sehari sebanyak 2 butir | Jenis: serbuk",6000,100,100,,1,3.2,"mencegah keputihan, menghilangkan bau  badan, merapatkan vagina ","Temu Kunci (Boesenbergia rotunda), Jahe (Zingiber officinale), Pinang Muda (Areca catechu), Sirih (Piper betle), dan Manjakani (Quercus infectoria).",Diminum 3 kali sehari sebanyak 2 butir,Simpan di tempat yang sejuk dan kering,Warda,hingga luar madura,pamekasan,pamekasan,,
1,Kuda Hitam,,"Khasiat: Menmabah tenaga dan vitalitas bagi kaum pria, mengobati sakit pinggang dan pegal linu | Aturan Pakai: Dapat dimakan langsung atau diacampur dengan secangkir air panas atau matang boleh dicampur kuning telur atau susu lalu diminum | Jenis: serbuk",45000,100,100,,1,4.9,"Menmabah tenaga dan vitalitas bagi kaum pria, mengobati sakit pinggang dan pegal linu","Madu Murni (Mel depuratum) 51%, Kemukus (Cubebae fructus) 3%, Cabai Jawa (Retrofacti fructus) 5%, Adas (Foeniculi fructus) 3%, dan bahan-bahan lainnya sampai dengan 100%.",Dapat dimakan langsung atau diacampur dengan secangkir air panas atau matang boleh dicampur kuning telur atau susu lalu diminum,Simpan di tempat yang sejuk dan kering,RATOHQU,online (se-Indonesia),"Bunten Bar, Ketapang",Sampang,,
1,Jahe Merah Plus,,Khasiat: Untuk menambah stamina tubuh Pria dan wanita saat berhubungan | Aturan Pakai: 2 sendok makan dan 250 ml air hangat | Jenis: serbuk,18500,100,100,,1,4.3,Untuk menambah stamina tubuh Pria dan wanita saat berhubungan,"Jahe Merah (Zingiber officinale var. Rubrum), Gula (Saccharum officinarum), Sereh (Cymbopogon citratus), Kayu Manis (Cinnamomum burmannii), Kapulaga (Amomum compactum), dan Cengkeh (Syzygium aromaticum).",2 sendok makan dan 250 ml air hangat,Simpan di tempat yang sejuk dan kering,RATOHQU,online (se-Indonesia),"Bunten Bar, Ketapang",Sampang,,
1,feminia,,"Khasiat: menjaga area kewanitaan agar tetap kesat dan elastis, sekaligus efektif menyembuhkan keputihan serta menghilangkan bau tidak sedap pada badan dan Miss V. Selain manfaat tersebut, ramuan ini juga bekerja menormalkan hormon estrogen untuk menjaga payudara tetap kenyal dan montok, memberikan perlindungan bagi rahim dari berbagai virus, serta menghangatkan badan untuk mengurangi rasa pegal linu. | Aturan Pakai: Diminum 2 Kali sehari sebanyak 5 pil | Jenis: pil",50000,100,100,,1,4.2,"menjaga area kewanitaan agar tetap kesat dan elastis, sekaligus efektif menyembuhkan keputihan serta menghilangkan bau tidak sedap pada badan dan Miss V. Selain manfaat tersebut, ramuan ini juga bekerja menormalkan hormon estrogen untuk menjaga payudara tetap kenyal dan montok, memberikan perlindungan bagi rahim dari berbagai virus, serta menghangatkan badan untuk mengurangi rasa pegal linu.","Manjakani (Quercus infectoria), Temu Kunci (Boesenbergia rotunda), Kunyit Putih (Kaempferia rotunda), dan bahan-bahan lainnya.",Diminum 2 Kali sehari sebanyak 5 pil,Simpan di tempat yang sejuk dan kering,RATOHQU,online (se-Indonesia),"Bunten Bar, Ketapang",Sampang,PIRT,718/13.22/2000
1,wedang jahe merah,,"Khasiat: berkhasiat untuk meningkatkan imunitas tubuh, membantu melawan bakteri dan jamur, serta berperan dalam menjaga kesehatan jantung dan mencegah kanker. Selain efektif menghangatkan tubuh dan menyegarkan badan, produk ini juga bermanfaat untuk melancarkan pencernaan, menurunkan berat badan, serta bekerja sebagai pereda rasa sakit untuk mengurangi mual, pusing, hingga nyeri otot dan sendi. Bagi wanita, kombinasi bahan ini juga sangat baik untuk meredakan nyeri haid dan menjaga kesehatan sistem reproduksi secara menyeluruh. | Aturan Pakai: Masukkan 1 - 2 Sendok makan bubuk ke dalam gelas, tuang 250 ml air panas, aduk hingga rata, wedang jahe siap diminum | Jenis: serbuk",32300,100,100,,1,3.0,"berkhasiat untuk meningkatkan imunitas tubuh, membantu melawan bakteri dan jamur, serta berperan dalam menjaga kesehatan jantung dan mencegah kanker. Selain efektif menghangatkan tubuh dan menyegarkan badan, produk ini juga bermanfaat untuk melancarkan pencernaan, menurunkan berat badan, serta bekerja sebagai pereda rasa sakit untuk mengurangi mual, pusing, hingga nyeri otot dan sendi. Bagi wanita, kombinasi bahan ini juga sangat baik untuk meredakan nyeri haid dan menjaga kesehatan sistem reproduksi secara menyeluruh.","Jahe (Zingiber officinale), Kunyit (Curcuma longa), Sereh (Cymbopogon citratus), Cengkeh (Syzygium aromaticum), dan Gula Merah (Saccharum officinarum).","Masukkan 1 - 2 Sendok makan bubuk ke dalam gelas, tuang 250 ml air panas, aduk hingga rata, wedang jahe siap diminum",Simpan di tempat yang sejuk dan kering,RATOHQU,Sampang,"Bunten Bar, Ketapang",Sampang,,
1,Manjakani,,"Khasiat: memiliki khasiat utama untuk menormalkan hormon estrogen, mengencangkan wajah, kulit, payudara, serta otot-otot kewanitaan, sekaligus efektif dalam mencegah osteoporosis, menyembuhkan keputihan, menguatkan pinggang, dan melancarkan datang bulan. | Aturan Pakai: Diminum 2 Kali sehari sebanyak 5 pil | Jenis: pil",35000,100,100,,1,3.7,"memiliki khasiat utama untuk menormalkan hormon estrogen, mengencangkan wajah, kulit, payudara, serta otot-otot kewanitaan, sekaligus efektif dalam mencegah osteoporosis, menyembuhkan keputihan, menguatkan pinggang, dan melancarkan datang bulan.","Manjakani (Quercus infectoria), Temu Kunci (Boesenbergia rotunda), Kunyit Putih (Kaempferia rotunda), dan bahan-bahan lainnya.",Diminum 2 Kali sehari sebanyak 5 pil,Simpan di tempat yang sejuk dan kering,UD Firdaus,Se-indonesia,"Jl. Kh Lemah Duwur Gg. V Gg.IX No.60, Barat Tambak,Pejagan",Bangkalan,TDI,718/13.22/2000
